Time, Setpoint, Input, Output
101, 150.00, 137.25, 1418.18
102, 150.00, 138.25, 1418.18
103, 150.00, 139.75, 1313.47
104, 150.00, 141.00, 1153.73
105, 150.00, 141.00, 1033.95
106, 150.00, 142.00, 939.15
107, 150.00, 142.50, 899.34
108, 150.00, 144.25, 899.34
109, 150.00, 144.25, 699.48
110, 150.00, 145.00, 734.63
111, 150.00, 145.75, 644.75
112, 150.00, 146.25, 509.84
113, 150.00, 147.75, 354.90
114, 150.00, 148.00, 354.90
115, 150.00, 148.50, 354.95
116, 150.00, 149.50, 299.99
117, 150.00, 150.00, 190.00
118, 155.00, 150.25, 1397.74
119, 155.00, 150.50, 1447.96
120, 155.00, 151.25, 1447.96
121, 155.00, 150.75, 1098.15
122, 155.00, 151.00, 1560.86
123, 155.00, 151.25, 1298.56
124, 155.00, 151.50, 1223.75
125, 155.00, 151.75, 1011.41
126, 155.00, 152.00, 1011.41
127, 155.00, 153.00, 999.06
128, 160.00, 153.25, 2000.00
129, 160.00, 153.50, 2000.00
130, 160.00, 154.00, 2000.00
131, 160.00, 154.25, 1700.36
132, 160.00, 155.50, 1200.59
133, 160.00, 156.25, 1200.59
134, 160.00, 156.50, 1100.78
135, 160.00, 157.75, 1150.95
136, 160.00, 158.25, 526.06
137, 160.00, 158.75, 288.63
138, 165.00, 158.75, 2000.00
139, 165.00, 159.25, 2000.00
140, 165.00, 159.50, 1764.23
141, 165.00, 159.50, 1752.00
142, 165.00, 159.00, 1814.78
143, 165.00, 159.50, 2000.00
144, 165.00, 160.25, 1277.81
145, 165.00, 160.00, 1277.81
146, 165.00, 154.00, 1728.06
147, 165.00, 151.00, 2000.00
148, 170.00, 147.00, 2000.00
149, 170.00, 145.00, 2000.00
150, 170.00, 142.50, 2000.00
151, 170.00, 140.25, 2000.00
152, 170.00, 139.00, 2000.00
153, 170.00, 137.25, 2000.00
154, 170.00, 134.75, 2000.00
155, 170.00, 134.00, 2000.00
156, 170.00, 133.00, 2000.00
157, 170.00, 131.25, 2000.00
158, 175.00, 130.50, 2000.00
159, 175.00, 131.00, 2000.00
160, 175.00, 132.25, 2000.00
161, 175.00, 134.75, 2000.00
162, 175.00, 139.25, 2000.00
163, 175.00, 141.50, 2000.00
164, 175.00, 144.50, 2000.00
165, 175.00, 148.50, 2000.00
166, 175.00, 151.00, 2000.00
167, 175.00, 154.50, 2000.00
168, 180.00, 157.25, 2000.00
169, 180.00, 159.00, 2000.00
170, 180.00, 162.00, 2000.00
171, 180.00, 163.50, 2000.00
172, 180.00, 164.75, 2000.00
173, 180.00, 167.75, 2000.00
174, 180.00, 169.25, 2000.00
175, 180.00, 170.00, 2000.00
176, 180.00, 171.50, 2000.00
177, 180.00, 172.50, 2000.00
178, 224.00, 174.50, 2000.00
179, 224.00, 175.25, 2000.00
180, 224.00, 176.75, 2000.00
181, 224.00, 178.25, 2000.00
182, 224.00, 179.25, 2000.00
183, 224.00, 180.25, 2000.00
184, 224.00, 180.50, 2000.00
185, 224.00, 181.00, 2000.00
186, 224.00, 182.50, 2000.00
187, 224.00, 184.50, 2000.00
188, 224.00, 185.75, 2000.00
189, 224.00, 186.50, 2000.00
190, 224.00, 187.50, 2000.00
191, 224.00, 188.00, 2000.00
192, 224.00, 189.00, 2000.00
193, 224.00, 191.00, 2000.00
194, 224.00, 192.00, 2000.00
195, 224.00, 193.50, 2000.00
196, 224.00, 194.50, 2000.00
197, 224.00, 195.50, 2000.00
198, 224.00, 196.75, 2000.00
199, 224.00, 197.00, 2000.00
200, 224.00, 197.75, 2000.00
201, 224.00, 197.25, 2000.00
202, 224.00, 198.00, 2000.00
203, 224.00, 198.50, 2000.00
204, 224.00, 199.50, 2000.00
205, 224.00, 201.00, 2000.00
206, 224.00, 201.25, 2000.00
207, 224.00, 202.25, 2000.00
208, 224.00, 202.50, 2000.00
209, 224.00, 202.50, 2000.00
210, 224.00, 202.75, 2000.00
211, 224.00, 204.75, 2000.00
212, 224.00, 205.25, 2000.00
213, 224.00, 205.75, 2000.00
214, 224.00, 207.00, 2000.00
215, 224.00, 206.75, 2000.00
216, 224.00, 207.25, 2000.00
217, 224.00, 208.50, 2000.00
218, 224.00, 209.75, 2000.00
219, 224.00, 209.75, 2000.00
220, 224.00, 210.50, 2000.00
221, 224.00, 210.50, 2000.00
222, 224.00, 209.75, 2000.00
223, 224.00, 210.25, 2000.00
224, 224.00, 210.50, 2000.00
225, 224.00, 211.00, 2000.00
226, 224.00, 211.00, 2000.00
227, 224.00, 211.00, 2000.00
228, 224.00, 212.75, 2000.00
229, 224.00, 213.25, 2000.00
230, 224.00, 213.75, 2000.00
231, 224.00, 214.25, 2000.00
232, 224.00, 215.75, 2000.00
233, 224.00, 216.50, 2000.00
234, 224.00, 217.25, 2000.00
235, 224.00, 219.00, 2000.00
236, 100.00, 218.50, 0.00
237, 100.00, 219.50, 0.00
238, 100.00, 220.25, 0.00
239, 100.00, 221.75, 0.00
240, 100.00, 223.25, 0.00
241, 100.00, 223.25, 0.00
242, 100.00, 219.00, 0.00
243, 100.00, 209.00, 0.00
244, 100.00, 204.00, 0.00
245, 100.00, 198.00, 0.00
246, 100.00, 191.00, 0.00
247, 100.00, 186.50, 0.00
248, 100.00, 180.75, 0.00
249, 100.00, 177.75, 0.00
250, 100.00, 175.25, 0.00
251, 100.00, 172.75, 0.00
252, 100.00, 171.50, 0.00
253, 100.00, 170.00, 0.00
254, 100.00, 168.25, 0.00
255, 100.00, 167.00, 0.00
256, 100.00, 164.50, 0.00
257, 100.00, 163.00, 0.00
258, 100.00, 161.50, 0.00
259, 100.00, 160.75, 0.00
260, 100.00, 160.25, 0.00
261, 100.00, 159.25, 0.00
262, 100.00, 157.75, 0.00
263, 100.00, 156.50, 0.00
264, 100.00, 156.50, 0.00
265, 100.00, 153.50, 0.00
266, 100.00, 153.75, 0.00
267, 100.00, 151.75, 0.00
268, 100.00, 152.00, 0.00
269, 100.00, 151.50, 0.00
270, 100.00, 150.25, 0.00
271, 100.00, 149.50, 0.00
272, 100.00, 148.50, 0.00
273, 100.00, 148.00, 0.00
274, 100.00, 147.50, 0.00
275, 100.00, 147.00, 0.00
276, 100.00, 146.25, 0.00
277, 100.00, 145.50, 0.00
278, 100.00, 144.00, 0.00
279, 100.00, 143.75, 0.00
280, 100.00, 143.25, 0.00
281, 100.00, 142.50, 0.00
282, 100.00, 142.25, 0.00
283, 100.00, 141.25, 0.00
284, 100.00, 140.00, 0.00
285, 100.00, 139.00, 0.00
286, 100.00, 138.25, 0.00
287, 100.00, 136.75, 0.00
288, 100.00, 135.75, 0.00
289, 100.00, 134.75, 0.00
290, 100.00, 133.50, 0.00
291, 100.00, 133.00, 0.00
292, 100.00, 132.50, 0.00
293, 100.00, 132.75, 0.00
294, 100.00, 131.25, 0.00
295, 100.00, 128.50, 0.00
296, 100.00, 125.50, 0.00
297, 100.00, 124.00, 0.00
298, 100.00, 123.00, 0.00
299, 100.00, 122.25, 0.00
300, 100.00, 123.25, 0.00
301, 100.00, 123.25, 0.00
302, 100.00, 123.50, 0.00
303, 100.00, 123.25, 0.00
304, 100.00, 123.25, 0.00
305, 100.00, 123.50, 0.00
306, 100.00, 123.25, 0.00
307, 100.00, 122.50, 0.00
308, 100.00, 123.00, 0.00
309, 100.00, 122.75, 0.00
310, 100.00, 121.50, 0.00
311, 100.00, 120.50, 0.00
312, 100.00, 120.25, 0.00
313, 100.00, 118.25, 0.00
314, 100.00, 118.50, 0.00
315, 100.00, 118.50, 0.00
316, 100.00, 118.50, 0.00
317, 100.00, 118.50, 0.00
318, 100.00, 118.00, 0.00
319, 100.00, 118.75, 0.00
320, 100.00, 118.25, 0.00
321, 100.00, 117.50, 0.00
322, 100.00, 117.25, 0.00
323, 100.00, 116.50, 0.00
324, 100.00, 116.75, 0.00
325, 100.00, 116.25, 0.00
326, 100.00, 116.00, 0.00
327, 100.00, 115.25, 0.00
328, 100.00, 115.75, 0.00
329, 100.00, 115.50, 0.00
330, 100.00, 114.75, 0.00
331, 100.00, 113.75, 0.00
332, 100.00, 112.75, 0.00
333, 100.00, 113.00, 0.00
334, 100.00, 112.75, 0.00
335, 100.00, 112.00, 0.00
336, 100.00, 111.75, 0.00
337, 100.00, 111.00, 0.00
338, 100.00, 110.75, 0.00
339, 100.00, 110.75, 0.00
340, 100.00, 109.50, 0.00
341, 100.00, 109.25, 0.00
342, 100.00, 108.75, 0.00
343, 100.00, 107.75, 0.00
344, 100.00, 106.75, 0.00
345, 100.00, 106.50, 0.00
346, 100.00, 106.00, 0.00
347, 100.00, 105.50, 0.00
348, 100.00, 104.75, 0.00
349, 100.00, 104.75, 0.00
350, 100.00, 104.50, 0.00
351, 100.00, 104.25, 0.00
352, 100.00, 103.25, 0.00
353, 100.00, 103.25, 0.00
354, 100.00, 102.25, 0.00
355, 100.00, 102.50, 0.00
356, 100.00, 101.75, 0.00
357, 100.00, 101.50, 0.00
358, 100.00, 101.25, 0.00
359, 100.00, 100.50, 0.00
360, 100.00, 100.50, 173.88
361, 100.00, 100.50, 0.00
362, 100.00, 100.50, 0.00
363, 100.00, 100.25, 73.81
364, 100.00, 100.00, 73.81
COMPLETE
